no,name,date,how_old,fuel,length,person,hp,sil,tok,method,auto_stick,dom_for,new_price,old_price
10281,현대 LF쏘나타 1.7 e-VGT 스마트 스페셜,16/04,2016.0,디젤,2만km,,141.0,4.0,34.7,FF,,국산,2896.0,2090.0
10282,현대 그랜져HG 220 디젤 모던,15/01,2015.0,디젤,2만km,,202.0,4.0,45.0,FF,,국산,3156.0,2400.0
10283,현대 에쿠스 JS 330 럭셔리,06/11(07년형),2007.0,가솔린,18만km,,247.0,6.0,31.5,FF,,국산,4887.0,790.0
10284,현대 그랜져TG Q270 디럭스,07/03,2007.0,가솔린,17만km,,195.0,6.0,25.6,FF,,국산,2771.0,590.0
10285,르노삼성 뉴 SM5 LPLi 장애우용 LE,06/11(07년형),2007.0,LPG,17만km,,,,,FF,,국산,,390.0
10286,현대 뉴 에쿠스 VS 380 럭셔리,09/04(10년형),2010.0,가솔린,23만km,,290.0,6.0,36.5,FR,,국산,6622.0,1699.0
10287,기아 더 뉴 레이 1.0 가솔린 캠핑카,20/04,2020.0,가솔린,3천km,,78.0,3.0,9.6,FF,,국산,,2650.0
10288,현대 LF쏘나타 2.0 CVVL 스타일,15/10(16년형),2016.0,가솔린,3만km,,168.0,4.0,20.5,FF,,국산,2204.0,1280.0
10289,기아 모하비 KV300 4WD 최고급형,10/01,2010.0,디젤,12만km,,250.0,6.0,55.1,4WD,,국산,4605.0,2390.0
10290,현대 싼타페DM 2.0 VGT 2WD 프리미엄,12/09(13년형),2013.0,디젤,20만km,,184.0,4.0,41.0,FF,,국산,3008.0,1190.0
10291,현대 벨로스터 익스트림 터보,12/05(13년형),2013.0,가솔린,3만km,,204.0,4.0,26.9,FF,,국산,2195.0,850.0
10292,기아 K5 2.0 프레스티지,11/07,2011.0,가솔린,12만km,,165.0,4.0,20.2,FF,,국산,2595.0,690.0
10293,기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,11/03(12년형),2012.0,디젤,6만km,,184.0,4.0,40.0,FF,,국산,2615.0,1150.0
10294,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,14/08(15년형),2015.0,디젤,2만km,,202.0,4.0,45.0,FF,,국산,3630.0,2680.0
10295,GM대우 라세티 프리미어 CDX 고급형,09/08,2009.0,가솔린,15만km,,114.0,4.0,15.5,FF,,국산,1770.0,230.0
10296,르노삼성 뉴 SM5 LE,10/01,2010.0,가솔린,14만km,,141.0,4.0,19.8,FF,,국산,2530.0,520.0
10297,현대 쏘나타 트랜스폼 N20 럭셔리 ,08/01,2008.0,가솔린,11만km,,,4.0,,FF,,국산,1905.0,580.0
10298,기아 K9 3.3 GDI 이그제큐티브,13/03(14년형),2014.0,가솔린,12만km,,300.0,6.0,35.5,FR,,국산,5590.0,2190.0
10299,기아 봉고3 윙바디 탑차,17/11(18년형),2018.0,디젤,2만km,,126.0,,26.5,FR,,국산,,1150.0
10300,기아 올 뉴 K7 2.4 GDi 프레스티지,16/04,2016.0,가솔린,7만km,,190.0,4.0,24.6,FF,,국산,3090.0,2130.0
10301,현대 아반떼AD 스포츠 1.6 T-GDi 7 DCT,16/10(17년형),2017.0,가솔린,5만km,,204.0,4.0,26.9,FF,,국산,2160.0,1900.0
10302,쌍용 체어맨W CW600 프레스티지,10/03,2010.0,가솔린,12만km,,225.0,6.0,30.2,FR,,국산,5615.0,1450.0
10303,현대 아반떼AD 스포츠 1.6 T-GDi 7 DCT,17/09(18년형),2018.0,가솔린,5만km,,204.0,4.0,26.9,FF,,국산,2160.0,1650.0
10304,기아 더 뉴 쏘렌토 2.2 디젤 2WD 노블레스 스페셜,17/08(18년형),2018.0,디젤,7만km,,202.0,4.0,45.0,FF,,국산,3425.0,2350.0
10305,현대 포터2 냉동탑차,17/05,2017.0,디젤,5만km,,,,,,,국산,,1680.0
10306,현대 슈퍼에어로시티 46인승 캠핑카,03/04,2003.0,디젤,13만km,,,,,,수동,국산,,2499.0
10307,현대 그랜져HG 300 LPG 모던,14/12(15년형),2015.0,LPG,13만km,,235.0,,28.6,FF,,국산,,1179.0
10308,현대 뉴 제네시스 G380 파이니스트 에디션 AWD,14/01,2014.0,가솔린,7만km,,315.0,6.0,40.5,AWD,,국산,7123.0,3230.0
10309,기아 스포티지R 2.0 디젤 2WD TLX 프리미엄,10/06(11년형),2011.0,디젤,10만km,,184.0,4.0,40.0,FF,,국산,2615.0,1450.0
10310,기아 뉴모닝 LX 기본형 블랙프리미엄,09/06,2009.0,가솔린,10만km,,64.0,4.0,8.8,FF,,국산,799.0,268.0
10311,르노삼성 SM7 VQ23 SE,05/03,2005.0,가솔린,20만km,,170.0,6.0,23.0,FF,,국산,2440.0,299.0
10312,현대 YF쏘나타 2.0 Y20 탑 최고급형,10/04,2010.0,가솔린,15만km,,165.0,4.0,20.2,FF,,국산,2785.0,950.0
10313,현대 e-카운티 캠핑카,09/06,2009.0,디젤,8만km,,170.0,,62.0,,수동,국산,,7000.0
10314,현대 제네시스 쿠페 200 터보 P,09/01,2009.0,가솔린,11만km,,210.0,4.0,30.5,FR,,국산,2641.0,1280.0
10315,기아 K3 1.6 GDI 노블레스,14/02,2014.0,가솔린,7만km,,140.0,4.0,16.9,FF,,국산,1999.0,680.0
10316,기아 더 프레스티지 K7 2.4 GDI 럭셔리,11/04(12년형),2012.0,가솔린,6만km,,201.0,4.0,25.5,FF,,국산,2999.0,1630.0
10317,현대 뉴 투스카니 2.0 GL 고급형,06/11(07년형),2007.0,가솔린,13만km,4.0,,4.0,,FF,수동,국산,1389.0,360.0
10318,현대 아반떼MD M16 GDi 럭셔리,11/05(12년형),2012.0,가솔린,5만km,,,4.0,,FF,,국산,1520.0,850.0
10319,기아 그랜드카니발 R 하이리무진 11인승 3.5 GLX 가솔린,12/08(13년형),2013.0,가솔린,8만km,,275.0,,34.3,FF,,국산,4391.0,2599.0
10320,현대 YF쏘나타 2.0 Y20 스포츠 팩 ,10/04,2010.0,가솔린,9만km,,165.0,4.0,20.2,FF,,국산,2820.0,1390.0
10321,현대 e마이티 2.5톤 더블캡 SUP,07/02,2007.0,디젤,12만km,,,,,,수동,국산,,980.0
10322,기아 더 뉴 스포티지R 2.0 디젤 2WD 프레스티지,14/08,2014.0,디젤,12만km,,184.0,4.0,41.0,FF,,국산,2565.0,1190.0
10323,쌍용 코란도 투리스모 GT 4WD,13/08(14년형),2014.0,디젤,5만km,,155.0,4.0,36.7,4WD,,국산,3251.0,2290.0
10324,기아 K3 1.6 GDI 디럭스,14/07(15년형),2015.0,가솔린,5만km,,,4.0,,FF,,국산,1403.0,560.0
10325,케이씨 노블클라쎄 카니발,18/05,2018.0,가솔린,4만km,,280.0,6.0,34.7,FF,,국산,5404.0,6300.0
10326,쌍용 코란도 스포츠 CX5 패션,12/04,2012.0,디젤,7만km,,155.0,,36.7,FR,,국산,,1400.0
10327,르노삼성 SM7 뉴 아트 LE23,09/09,2009.0,가솔린,13만km,,170.0,6.0,23.0,FF,,국산,3020.0,570.0
10328,두성 이동업무차,19/07,2019.0,디젤,7천km,,181.0,,42.8,4WD,,국산,,6590.0
10329,현대 그랜드스타렉스 캠핑카,15/01,2015.0,디젤,8만km,,174.0,,41.0,,,국산,,2250.0
10330,현대 제네시스 쿠페 380 GT R,09/01,2009.0,가솔린,12만km,,303.0,6.0,36.8,FR,,국산,3392.0,1270.0
10331,쌍용 렉스턴 RX290 고급형,03/02,2003.0,디젤,12만km,,132.0,5.0,29.5,4WD,,국산,3119.0,269.0
10332,현대 제네시스 쿠페 200 터보 P,09/01,2009.0,가솔린,17만km,,210.0,4.0,30.5,FR,,국산,2641.0,640.0
10333,쉐보레 스파크 LS 스타,15/05,2015.0,가솔린,4만km,,70.0,4.0,9.4,FF,,국산,1110.0,280.0
10334,현대 뉴 에쿠스 VS 380 프레스티지 VVIP팩,11/04(12년형),2012.0,가솔린,8만km,,334.0,6.0,40.3,FR,,국산,10173.0,3270.0
10335,기아 뉴 카니발 R 리무진 프레지던트 디젤,13/07,2013.0,디젤,8만km,,197.0,,44.5,FF,,국산,3519.0,2090.0
10336,기아 레이 1.0 가솔린 프레스티지,15/09(16년형),2016.0,가솔린,5만km,,78.0,3.0,9.6,FF,,국산,1534.0,850.0
10337,기아 스포티지 2.0 디젤 2WD 노블레스 스페셜,17/01,2017.0,디젤,5만km,,186.0,4.0,41.0,FF,,국산,2910.0,1950.0
10338,현대 벨로스터 익스트림,11/04(12년형),2012.0,가솔린,14만km,,140.0,4.0,17.0,FF,,국산,2095.0,420.0
10339,기아 포르테 쿱 2.0 CVVT 고급형,09/10(10년형),2010.0,가솔린,16만km,5.0,158.0,4.0,20.2,FF,수동,국산,1874.0,470.0
10340,기아 K5 2.4 GDI 프레스티지,11/02,2011.0,가솔린,7만km,,201.0,4.0,25.5,FF,,국산,2825.0,1250.0
10341,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,14/08(15년형),2015.0,디젤,4만km,,202.0,4.0,45.0,FF,,국산,3630.0,3130.0
10342,제네시스 EQ900 3.8 GDi AWD 프레스티지,15/12(16년형),2016.0,가솔린,4천km,,315.0,6.0,40.5,AWD,,국산,10500.0,8690.0
10343,쌍용 카이런 2.0 LV5 4WD 최고급형,06/04,2006.0,디젤,14만km,,145.0,4.0,31.6,4WD,,국산,2673.0,390.0
10344,기아 올 뉴 모닝 1.0 가솔린 스마트 스페셜,14/10(15년형),2015.0,가솔린,8만km,,82.0,3.0,9.6,FF,,국산,988.0,430.0
10345,현대 투싼 2.0 VGT 디젤 MX 2WD 최고급형,07/06,2007.0,디젤,25만km,,146.0,4.0,32.0,FF,,국산,2114.0,220.0
10346,현대 제네시스 쿠페 200 터보 P,09/06(10년형),2010.0,가솔린,11만km,4.0,210.0,4.0,30.5,FR,수동,국산,2641.0,790.0
10347,쌍용 코란도 스포츠 CX7 4WD 패션,14/07(15년형),2015.0,디젤,2만km,,155.0,,36.7,4WD,,국산,,1850.0
10348,기아 스포티지 4세대 1.7 디젤 2WD 노블레스,16/12(17년형),2017.0,디젤,5만km,,141.0,4.0,34.7,FF,,국산,2530.0,1690.0
10349,기아 더 뉴 카니발 3.3 가솔린 9인승 노블레스 스페셜,18/11(19년형),2019.0,가솔린,1만km,,280.0,6.0,34.7,FF,,국산,3690.0,3290.0
10350,기아 올 뉴 쏘렌토 2.0 디젤 2WD 노블레스 스페셜,15/02,2015.0,디젤,6만km,,186.0,4.0,41.0,FF,,국산,3320.0,2090.0
10351,현대 i30CW 1.6 VVT 프리미어,10/07,2010.0,가솔린,4만km,,124.0,4.0,15.9,FF,,국산,1843.0,748.0
10352,현대 포터Ⅱ 캠핑카,14/08(15년형),2015.0,디젤,1만km,,133.0,,26.5,FR,수동,국산,,2890.0
10353,기아 더 뉴 쏘렌토 2.2 디젤 2WD 마스터 스페셜,19/02(20년형),2020.0,디젤,1만km,,202.0,4.0,45.0,FF,,국산,3608.0,3030.0
10354,르노삼성 SM7 뉴 아트 RE23,09/02,2009.0,가솔린,12만km,,170.0,6.0,23.0,FF,,국산,3210.0,770.0
10355,현대 뉴 제네시스 G330 프리미엄 AWD,15/01,2015.0,가솔린,6만km,,282.0,6.0,35.4,AWD,,국산,5401.0,3790.0
10356,기아 뉴 스포티지 TLX 2WD 최고급형,08/01,2008.0,디젤,6만km,,151.0,4.0,32.0,FF,,국산,2135.0,280.0
10357,아리아모빌 벨라 620 이동업무차,18/07(19년형),2019.0,디젤,1만km,,133.0,,26.5,FR,,국산,,6250.0
10358,현대 뉴 제네시스 G330 프리미엄 AWD,16/04,2016.0,가솔린,4만km,,282.0,6.0,35.4,AWD,,국산,5401.0,3699.0
10359,제네시스 G80 3.3 GDi AWD 프리미엄 럭셔리,16/07(17년형),2017.0,가솔린,5천km,,282.0,6.0,35.4,AWD,,국산,5510.0,5750.0
10360,현대 아반떼MD M16 GDi 스마트,12/09(13년형),2013.0,가솔린,11만km,,140.0,,17.0,FF,,국산,1695.0,860.0
10361,르노삼성 SM7 VQ23 XE,07/04,2007.0,가솔린,9만km,,170.0,6.0,23.0,FF,,국산,2830.0,700.0
10362,기아 올 뉴 모닝 1.0 가솔린 럭셔리,11/03(12년형),2012.0,가솔린,6만km,,82.0,3.0,9.6,FF,,국산,1176.0,680.0
10363,기아 그랜드카니발 GLX 최고급형,07/08(08년형),2008.0,디젤,27만km,,170.0,4.0,36.0,FF,,국산,2510.0,770.0
10364,현대 아반떼MD M16 GDi 럭셔리,12/08,2012.0,가솔린,18만km,,,4.0,,FF,,국산,1520.0,570.0
10365,GM대우 윈스톰 LTX 7인승 4WD 최고급형,07/07,2007.0,디젤,14만km,,150.0,4.0,32.6,AWD,,국산,3123.0,250.0
10366,현대 제네시스 쿠페 200 터보 P,09/03,2009.0,가솔린,12만km,,210.0,4.0,30.5,FR,,국산,2641.0,950.0
10367,현대 그랜져TG L330 탑 메모리팩,06/06,2006.0,가솔린,22만km,,233.0,6.0,31.0,FF,,국산,3684.0,559.0
10368,기아 K5 2.0 디럭스,10/11(11년형),2011.0,가솔린,10만km,,165.0,4.0,20.2,FF,,국산,2365.0,799.0
10369,현대 포터Ⅱ 스낵카,04/04,2004.0,디젤,11만km,3.0,,,,FR,수동,국산,,750.0
10370,현대 벨로스터 익스트림,11/12(12년형),2012.0,가솔린,12만km,,140.0,4.0,17.0,FF,,국산,2095.0,550.0
10371,기아 뉴 프라이드 1.5 VGT 4도어 LX,10/11(11년형),2011.0,디젤,19만km,,112.0,4.0,24.5,FF,,국산,1345.0,330.0
10372,기아 K5 2.0 노블레스,11/03,2011.0,가솔린,12만km,,165.0,4.0,20.2,FF,,국산,2725.0,850.0
10373,기아 올 뉴 K7 3.0 LPi 프레스티지,16/03,2016.0,LPG,23만km,,235.0,,28.6,FF,,국산,,1550.0
10374,현대 카운티 어린이 운송 버스,00/01,2000.0,디젤,24만km,,,,,,수동,국산,,1950.0
10375,현대 카운티 롱바디 39인승 어린이 버스,99/09,1999.0,디젤,25만km,2.0,,,,FR,수동,국산,,688.0
10376,현대 제네시스 BH380 로얄 VIP 팩,11/12(12년형),2012.0,가솔린,6만km,,334.0,6.0,40.3,FR,,국산,6290.0,2250.0
10377,현대 YF쏘나타 2.0 Y20 프라임 블랙,10/11(11년형),2011.0,가솔린,9만km,,165.0,4.0,20.2,FF,,국산,2410.0,749.0
10378,기아 올 뉴 카니발 2.2 디젤 9인승 노블레스,15/02,2015.0,디젤,4만km,,202.0,4.0,45.0,FF,,국산,3630.0,3090.0
10379,기아 레이 1.0 가솔린 디럭스,14/11(15년형),2015.0,가솔린,5만km,,78.0,3.0,9.6,FF,,국산,1281.0,690.0
10380,쌍용 액티언 스포츠 AX5 2WD 패션,10/04,2010.0,디젤,13만km,,145.0,,31.6,FR,,국산,2220.0,750.0
10381,기아 더 뉴 K9 3.3 GDI 이그제큐티브,17/03,2017.0,가솔린,1만km,,300.0,6.0,35.5,FR,,국산,5330.0,3999.0
10382,기아 K5 하이브리드 노블레스,13/03,2013.0,가솔린+전기,4만km,,191.0,4.0,27.0,FF,,국산,3333.0,1830.0
10383,현대 그랜드스타렉스 앰뷸런스,12/05,2012.0,디젤,8천km,,,,,FR,,국산,,3300.0
10384,르노삼성 뉴 SM5 LE ,05/06,2005.0,가솔린,18만km,,140.0,4.0,18.8,FF,,국산,2110.0,430.0
10385,현대 i30 1.6 VVT 익스트림,07/08(08년형),2008.0,가솔린,6만km,,124.0,4.0,15.9,FF,,국산,1959.0,420.0
10386,GM대우 마티즈 크리에이티브 그루브 스타,10/09(11년형),2011.0,가솔린,8만km,,70.0,4.0,9.4,FF,,국산,1001.0,250.0
10387,기아 올 뉴 카니발 2.2 디젤 7인승 하이리무진 VIP,16/09(17년형),2017.0,디젤,2만km,,202.0,4.0,45.0,FF,,국산,5372.0,4680.0
10388,현대 제네시스 쿠페 200 터보 RW,09/07(10년형),2010.0,가솔린,12만km,,210.0,4.0,30.5,FR,,국산,3136.0,780.0
10389,기아 포르테 1.6 GDI 에코 플러스 럭셔리,12/06(13년형),2013.0,가솔린,6만km,,140.0,4.0,16.9,FF,,국산,1802.0,899.0
10390,현대 싼타페CM 2.2 VGT MLX 2WD 최고급형,08/11(09년형),2009.0,디젤,12만km,,172.0,4.0,37.0,FF,,국산,2984.0,830.0
10391,기아 뉴 오피러스 GH330 스페셜,08/05,2008.0,가솔린,10만km,,247.0,6.0,31.5,FF,,국산,3640.0,890.0
10392,현대 제네시스 BH330 럭셔리 프라임팩,08/05,2008.0,가솔린,16만km,,262.0,6.0,32.1,FR,,국산,4898.0,940.0
10393,현대 제네시스 BH330 럭셔리,08/07,2008.0,가솔린,12만km,,262.0,6.0,32.1,FR,,국산,4724.0,890.0
10394,현대 테라칸 2.5 인터쿨러 디젤 JX250 4WD  월드컵,02/08,2002.0,디젤,18만km,,103.0,4.0,24.0,4WD,,국산,2236.0,240.0
10395,쌍용 뉴 체어맨W CW700 4트로닉 프레스티지,12/05,2012.0,가솔린,7만km,,250.0,6.0,35.0,AWD,,국산,7345.0,2599.0
10396,현대 제네시스 쿠페 200 터보 RW,09/07(10년형),2010.0,가솔린,16만km,,210.0,4.0,30.5,FR,,국산,3136.0,720.0
10397,현대 뉴 제네시스 G380 익스클루시브,15/11(16년형),2016.0,가솔린,4만km,,315.0,6.0,40.5,FR,,국산,5463.0,3100.0
10398,르노삼성 뉴 SM5 LPLi,06/06,2006.0,LPG,22만km,,,,,FF,,국산,,490.0
10399,제네시스 EQ900 3.3 T-GDi AWD 프레스티지,16/05,2016.0,가솔린,4만km,,370.0,6.0,52.0,AWD,,국산,10900.0,6120.0
10400,현대 뉴 에쿠스 VS 380 프라임 VIP팩,09/06(10년형),2010.0,가솔린,21만km,,290.0,6.0,36.5,FR,,국산,7980.0,950.0
10401,쌍용 코란도 스포츠 CX7 4WD 비전,14/04,2014.0,디젤,8만km,,155.0,,36.7,4WD,,국산,,1490.0
10402,쌍용 뉴 체어맨W CW600 4트로닉 프레스티지,11/12(12년형),2012.0,가솔린,11만km,,225.0,6.0,30.2,AWD,,국산,6435.0,2190.0
10403,현대 그랜드스타렉스 VAN 5인승 CVX 럭셔리,14/04(15년형),2015.0,디젤,21만km,,174.0,,41.0,FR,,국산,2099.0,720.0
10404,쉐보레 크루즈 1.8 LTZ G2 플러스,12/07(13년형),2013.0,가솔린,5만km,,142.0,,18.0,FF,,국산,2020.0,1070.0
10405,현대 e-카운티 캠핑카,07/10,2007.0,디젤,8만km,,170.0,,62.0,,수동,국산,,2970.0
10406,현대 투싼ix 디젤 LMX20 2WD 프리미엄,10/03,2010.0,디젤,10만km,,184.0,4.0,40.0,FF,,국산,2700.0,1290.0
10407,제네시스 EQ900 3.8 GDi AWD 럭셔리,16/11(17년형),2017.0,가솔린,3만km,,315.0,6.0,40.5,AWD,,국산,7415.0,5550.0
10408,현대 아슬란 G330 모던,17/03,2017.0,가솔린,5만km,,290.0,6.0,35.0,FF,,국산,3990.0,2099.0
10409,현대 뉴 투스카니 2.0 GL 고급형,07/03,2007.0,가솔린,11만km,4.0,143.0,4.0,19.0,FF,수동,국산,1389.0,530.0
10410,현대 쏠라티 15인승 스탠다드,15/12,2015.0,디젤,8만km,15.0,170.0,,43.0,FR,수동,국산,,3880.0
10411,현대 그랜져HG 240 럭셔리,15/06(16년형),2016.0,가솔린,1만km,,201.0,4.0,25.5,FF,,국산,2994.0,2340.0
10412,기아 K7 VG270 LPI 프레스티지 프리미엄,10/06(11년형),2011.0,LPG,18만km,,165.0,,25.0,FF,,국산,,990.0
10413,르노삼성 뉴 QM5 디젤 4WD RE,13/09(14년형),2014.0,디젤,1만km,,150.0,,32.6,4WD,,국산,,2380.0
10414,현대 리베로 캠핑카,05/01,2005.0,디젤,4만km,,,,,,수동,국산,,2450.0
10415,기아 오피러스 프리미엄 GH330 프레스티지,11/01,2011.0,가솔린,10만km,,259.0,6.0,32.2,FF,,국산,3996.0,1490.0
10416,현대 아슬란 G300 모던 스페셜,14/12(15년형),2015.0,가솔린,8만km,,270.0,6.0,31.5,FF,,국산,4065.0,2200.0
10417,기아 K7 VG350 노블레스,10/08(11년형),2011.0,가솔린,15만km,,290.0,6.0,34.5,FF,,국산,3875.0,830.0
10418,기아 봉고3 1톤 4X2 CRDI 초장축 킹캡,09/10(10년형),2010.0,디젤,8만km,3.0,,,,FR,수동,국산,,690.0
10419,기아 모하비 KV300 4WD 최고급형,08/01,2008.0,디젤,10만km,,250.0,6.0,55.1,4WD,,국산,4342.0,1850.0
10420,현대 제네시스 BH330 프리미엄 다이내믹 에디션,13/05(14년형),2014.0,가솔린,11만km,,300.0,6.0,35.5,FR,,국산,5126.0,1890.0
10421,현대 아반떼MD M16 GDi 프리미어,11/12(12년형),2012.0,가솔린,9만km,,140.0,,17.0,FF,,국산,1810.0,430.0
10422,현대 투싼 2.0 CRDi 디젤 MX 2WD 고급형,06/09,2006.0,디젤,22만km,,115.0,4.0,26.0,FF,,국산,1773.0,390.0
10423,현대 싼타페DM 2.0 VGT 2WD 프리미엄,12/10(13년형),2013.0,디젤,13만km,,184.0,4.0,41.0,FF,,국산,3008.0,1399.0
10424,기아 더 뉴 K5 2.0 프레스티지,13/07(14년형),2014.0,가솔린,5만km,,172.0,4.0,20.5,FF,,국산,2645.0,1780.0
10425,현대 투싼ix 디젤 LMX20 2WD 프리미엄,10/06(11년형),2011.0,디젤,8만km,,184.0,4.0,40.0,FF,,국산,2831.0,1300.0
10426,르노삼성 SM5 뉴 임프레션 LE,09/03,2009.0,가솔린,16만km,,143.0,4.0,20.0,FF,,국산,2390.0,260.0
10427,쉐보레 스파크 LS 플러스,15/03,2015.0,가솔린,7만km,,,4.0,,FF,,국산,1221.0,330.0
10428,기아 K3 1.6 GDI 프레스티지,12/10(13년형),2013.0,가솔린,3만km,,140.0,4.0,16.9,FF,,국산,1875.0,1390.0
10429,현대 싼타페DM 2.0 VGT 2WD 익스클루시브,13/07(14년형),2014.0,디젤,2만km,,184.0,4.0,41.0,FF,,국산,3198.0,2540.0
10430,현대 더 뉴 제네시스 쿠페 200 터보 S,11/11(12년형),2012.0,가솔린,12만km,,275.0,4.0,38.0,FR,,국산,2965.0,1290.0
10431,현대 그랜져HG 330 셀러브리티,13/02,2013.0,가솔린,11만km,,294.0,6.0,35.3,FF,,국산,4069.0,1499.0
10432,현대 베르나 5도어 센스 1.5 린번 LE 슈퍼형,02/04,2002.0,가솔린,8만km,,95.0,,13.6,FF,,국산,,150.0
10433,기아 레이 1.0 터보,12/11(13년형),2013.0,가솔린,4만km,,106.0,3.0,14.0,FF,,국산,1560.0,720.0
10434,현대 그랜져HG 240 모던,13/12(14년형),2014.0,가솔린,12만km,,201.0,4.0,25.5,FF,,국산,2976.0,1690.0
10435,현대 그랜드스타렉스 WAGON 11인승 CVX 프리미엄,14/03(15년형),2015.0,디젤,15만km,,174.0,,41.0,FR,,국산,2255.0,1330.0
10436,르노삼성 SM5 뉴 임프레션 LE 익스클루시브,08/10(09년형),2009.0,가솔린,15만km,,143.0,4.0,20.0,FF,,국산,2460.0,600.0
10437,현대 싼타페 더 프라임 2.0 디젤 4WD 프리미엄,16/06,2016.0,디젤,1만km,,186.0,4.0,41.0,4WD,,국산,3195.0,2650.0
10438,쌍용 액티언 스포츠 AX5 2WD 패션,08/02,2008.0,디젤,22만km,,145.0,,31.6,FR,,국산,2220.0,299.0
10439,현대 투싼ix 디젤 LX20 2WD 럭셔리,11/10(12년형),2012.0,디젤,14만km,,184.0,4.0,40.0,FF,,국산,2531.0,970.0
10440,현대 제네시스 쿠페 200 터보 P,09/06(10년형),2010.0,가솔린,13만km,,210.0,4.0,30.5,FR,,국산,2641.0,690.0
10441,기아 K3 1.6 GDI 럭셔리,14/05(15년형),2015.0,가솔린,7만km,,140.0,4.0,16.9,FF,,국산,1744.0,799.0
10442,현대 그랜드스타렉스 캠핑카,15/04(16년형),2016.0,디젤,6만km,,174.0,,41.0,,,국산,,2700.0
10443,아트원 더 뉴 글로밴 리무진 GF,19/08,2019.0,가솔린,1만km,,280.0,6.0,34.7,FF,,국산,5521.0,5650.0
10444,현대 뉴스타렉스 점보 밴 CRDI 3인승 GRX 판넬밴 고급형,04/08,2004.0,디젤,25만km,,145.0,,33.0,FR,,국산,1675.0,350.0
10445,현대 팰리세이드 3.8 가솔린 4WD 프레스티지,19/07,2019.0,가솔린,1만km,,295.0,,36.2,AWD,,국산,4261.0,4600.0
10446,르노삼성 SM5 뉴 임프레션 LE,08/07(09년형),2009.0,가솔린,11만km,,143.0,4.0,20.0,FF,,국산,2390.0,490.0
10447,현대 쏘나타 더 브릴리언트 2.0 LPi 스마트,13/12(14년형),2014.0,LPG,7만km,,157.0,,20.0,FF,,국산,,699.0
10448,세정 에포스 캠핑카,03/11(04년형),2004.0,디젤,24만km,,,,,FR,,국산,,1790.0
10449,르노삼성 SM5 뉴 임프레션 LE,07/07(08년형),2008.0,가솔린,13만km,,143.0,4.0,20.0,FF,,국산,2390.0,210.0
10450,GM대우 마티즈2 MD,04/12(05년형),2005.0,가솔린,14만km,5.0,52.0,3.0,7.3,FF,수동,국산,687.0,85.0
10451,현대 그랜드스타렉스 VAN 3인승 CVX 밸류,10/02,2010.0,디젤,23만km,,174.0,,41.0,FR,,국산,1734.0,440.0
10452,기아 봉고3 1톤 4X2 CRDI 초장축 킹캡,11/06,2011.0,디젤,13만km,3.0,,,,FR,수동,국산,,620.0
10453,현대 아반떼AD 스포츠 1.6 T-GDi 7 DCT,17/04,2017.0,가솔린,3만km,,204.0,4.0,26.9,FF,,국산,2160.0,1730.0
10454,기아 뉴 오피러스 GH270 LPI 고급형 럭셔리,09/01,2009.0,LPG,10만km,,165.0,,25.0,FF,,국산,3341.0,950.0
10455,기아 K5 2세대 2.0 T-GDI SX 노블레스 스페셜,16/06,2016.0,가솔린,9만km,,245.0,4.0,36.0,FF,,국산,3125.0,2030.0
10456,기아 스포티지 4세대 1.7 디젤 2WD 트렌디,16/04,2016.0,디젤,8천km,,141.0,4.0,34.7,FF,,국산,2253.0,1700.0
10457,현대 YF쏘나타 2.0 Y20 그랜드,10/09(11년형),2011.0,가솔린,14만km,,,4.0,,FF,,국산,2002.0,260.0
10458,기아 K3 1.6 GDI 노블레스,12/11(13년형),2013.0,가솔린,9만km,,140.0,4.0,16.9,FF,,국산,1975.0,1290.0
10459,현대 제네시스 쿠페 200 터보 P,10/03,2010.0,가솔린,12만km,4.0,210.0,4.0,30.5,FR,수동,국산,2641.0,700.0
10460,현대 그랜드스타렉스 VAN 5인승 CVX 디럭스,14/05(15년형),2015.0,디젤,9만km,,174.0,,41.0,FR,,국산,1983.0,1290.0
10461,기아 그랜드카니발 R GLX 고급형,13/10(14년형),2014.0,디젤,18만km,,197.0,,44.5,FF,,국산,2430.0,1020.0
10462,르노삼성 뉴SM5 플래티넘 TCE 1.6 터보,13/08,2013.0,가솔린,22만km,,190.0,4.0,24.5,FF,,국산,2710.0,505.0
10463,쉐보레 스파크 LPGi L,13/04,2013.0,LPG,8만km,,65.0,4.0,9.3,FF,,국산,1030.0,438.0
10464,현대 제네시스 쿠페 380 GT R,10/11(11년형),2011.0,가솔린,9만km,,303.0,6.0,36.8,FR,,국산,3444.0,1090.0
10465,르노삼성 SM5 뉴 임프레션 LE,08/06,2008.0,가솔린,25만km,,143.0,4.0,20.0,FF,,국산,2390.0,270.0
10466,현대 뉴 제네시스 G330 프리미엄,14/01,2014.0,가솔린,1만km,,282.0,6.0,35.4,FR,,국산,5260.0,3900.0
10467,기아 포르테 쿱 2.0 CVVT 고급형,10/02,2010.0,가솔린,9만km,5.0,158.0,4.0,20.2,FF,수동,국산,1874.0,319.0
